PGAMpnId,TrainingActivityId,TrainingTitle,TrainingType,IndividualFirstName,IndividualLastName,Email,CorpEmail,TrainingCompletionDate,ExpirationDate,ActivationStatus,Month,MPNId,PartnerName,PartnerCityLocation,PartnerCountryLocation,AADUserId,UserCount
1234567,AZ-400,Designing and Implementing Microsoft DevOps Solutions,Exam,Raymond,Jackson,raymond.jackson@example.com,raymond.jackson@contoso.com,2024-11-12T00:00:00.000Z,,Active,Nov-2024,1234567,Contoso,Reading,UnitedKingdom,e903280f-7cf3-5313-925c-e40df3a00f80,1
1234567,PL-600,Microsoft Power Platform Solution Architect,Exam,Christopher,Ball,christopher.ball@example.com,christopher.ball@contoso.com,2025-03-16T00:00:00.000Z,,Active,Mar-2025,1234567,Contoso,Reading,UnitedKingdom,b6af456f-7247-57f6-bd45-2201a3d838ea,1
1234567,DP-100,Designing and Implementing a Data Science Solution on Azure,Exam,Stewart,Bull,stewart.bull@example.com,stewart.bull@contoso.com,2022-07-21T00:00:00.000Z,,Active,Jul-2022,1234567,Contoso,Reading,UnitedKingdom,1f0f184c-1ad0-585e-a1cc-a5b1ba4b6291,1
1234567,PL-600,Microsoft Power Platform Solution Architect,Exam,Margaret,Thompson,margaret.thompson@example.com,margaret.thompson@contoso.com,2019-12-24T00:00:00.000Z,,Active,Dec-2019,1234567,Contoso,Reading,UnitedKingdom,46430414-bfd9-5a77-b60d-31b4d26cd730,1
1234567,PL-400,Microsoft Power Platform Developer,Exam,Joshua,Jackson,joshua.jackson@example.com,joshua.jackson@contoso.com,2021-07-12T00:00:00.000Z,,Active,Jul-2021,1234567,Contoso,Reading,UnitedKingdom,245829b1-e659-5ad3-85d3-9189d4955cbf,1
1234567,AZ-104,Microsoft Azure Administrator,Exam,Louis,Griffin,louis.griffin@example.com,louis.griffin@contoso.com,2022-05-14T00:00:00.000Z,,Active,May-2022,1234567,Contoso,Reading,UnitedKingdom,690bb0a4-8747-525c-b49e-0a847e39e65e,1
1234567,AZ-500,Microsoft Azure Security Technologies,Exam,Josephine,Duncan,josephine.duncan@example.com,josephine.duncan@contoso.com,2020-04-02T00:00:00.000Z,,Active,Apr-2020,1234567,Contoso,Reading,UnitedKingdom,6f5ba114-c550-5c6e-b8ad-f2fc1d8f417f,1
1234567,SC-401,Administering Information Security in Microsoft 365,Exam,Gregory,Bailey,gregory.bailey@example.com,gregory.bailey@contoso.com,2021-03-18T00:00:00.000Z,,Active,Mar-2021,1234567,Contoso,Reading,UnitedKingdom,41226b9d-d561-5fe5-9707-d4cc2c9cbfd6,1
1234567,3139,Microsoft Certified: Azure Administrator Associate,Certification,Irene,Jenkins,irene.jenkins@example.com,irene.jenkins@contoso.com,2023-07-12T00:00:00.000Z,2027-03-03 00:00:00,Active,Jul-2023,1234567,Contoso,Reading,UnitedKingdom,2f08ec41-69d0-532a-9b6c-9f2f6645c44a,1
1234567,3079,Microsoft 365 Certified: Security Administrator Associate,Certification,Hilary,Higgins,hilary.higgins@example.com,hilary.higgins@contoso.com,2019-10-17T00:00:00.000Z,2027-01-04 00:00:00,Active,Oct-2019,1234567,Contoso,Reading,UnitedKingdom,d1f14ac7-9df5-5b9b-907d-4654840252be,1
1234567,3145,Microsoft Certified: Azure Data Fundamentals,Certification,Glenn,Palmer,glenn.palmer@example.com,glenn.palmer@contoso.com,2022-12-13T00:00:00.000Z,,Active,Dec-2022,1234567,Contoso,Reading,UnitedKingdom,e6815b8f-405c-5547-ac9e-5bfa526c0522,1
1234567,DP-203,Data Engineering on Microsoft Azure,Exam,Bryan,Ellis,bryan.ellis@example.com,bryan.ellis@contoso.com,2024-05-11T00:00:00.000Z,,Active,May-2024,1234567,Contoso,Reading,UnitedKingdom,dd6875bf-80df-50ec-afe3-6d3ecf475b47,1
1234567,3153,Microsoft Certified: Power Platform Functional Consultant Associate,Certification,Bradley,Phillips,bradley.phillips@example.com,bradley.phillips@contoso.com,2021-11-30T00:00:00.000Z,2027-01-16 00:00:00,Active,Nov-2021,1234567,Contoso,Reading,UnitedKingdom,092ea2c9-8a1a-5bd0-9684-a11a227f5975,1
1234567,AZ-104,Microsoft Azure Administrator,Exam,Paige,Turner,paige.turner@example.com,paige.turner@contoso.com,2022-01-18T00:00:00.000Z,,Active,Jan-2022,1234567,Contoso,Reading,UnitedKingdom,19c415f4-9f37-5329-866f-6d2dc9711de7,1
1234567,AZ-500,Microsoft Azure Security Technologies,Exam,Tracy,Davies,tracy.davies@example.com,tracy.davies@contoso.com,2022-10-07T00:00:00.000Z,,Active,Oct-2022,1234567,Contoso,Reading,UnitedKingdom,9a34038b-9181-51b8-9f85-e94eefb23952,1
1234567,SC-200,Microsoft Security Operations Analyst,Exam,Leah,Harrison,leah.harrison@example.com,leah.harrison@contoso.com,2024-04-22T00:00:00.000Z,,Active,Apr-2024,1234567,Contoso,Reading,UnitedKingdom,0180a5ca-7178-52a4-af95-49493dcbbbc0,1
1234567,3188,Microsoft Certified: Power Platform Solution Architect Expert,Certification,Edward,Holt,edward.holt@example.com,edward.holt@contoso.com,2022-05-25T00:00:00.000Z,2027-02-24 00:00:00,Active,May-2022,1234567,Contoso,Reading,UnitedKingdom,ab445342-f546-5afa-af83-a832c977ab92,1
1234567,DP-203,Data Engineering on Microsoft Azure,Exam,Glen,Roberts,glen.roberts@example.com,glen.roberts@contoso.com,2024-02-10T00:00:00.000Z,,Active,Feb-2024,1234567,Contoso,Reading,UnitedKingdom,d0395ade-53f7-5bb2-9bec-b96198fbf7ae,1
1234567,3227,Microsoft Certified: Fabric Analytics Engineer Associate,Certification,Ian,Banks,ian.banks@example.com,ian.banks@contoso.com,2022-02-23T00:00:00.000Z,2026-10-24 00:00:00,Active,Feb-2022,1234567,Contoso,Reading,UnitedKingdom,64018fd5-734a-53af-a4f6-d8ba7c8371d6,1
1234567,MB-910,Microsoft Dynamics 365 Fundamentals Customer Engagement Apps,Exam,Dennis,Fry,dennis.fry@example.com,dennis.fry@contoso.com,2021-07-07T00:00:00.000Z,,Active,Jul-2021,1234567,Contoso,Reading,UnitedKingdom,4d00d094-9f53-502b-a15e-6d6cbe149eb2,1
1234567,3079,Microsoft 365 Certified: Security Administrator Associate,Certification,Ben,Saunders,ben.saunders@example.com,ben.saunders@contoso.com,2023-05-31T00:00:00.000Z,2026-12-12 00:00:00,Active,May-2023,1234567,Contoso,Reading,UnitedKingdom,cd1ca0c5-2dd4-53ee-bf12-dc6c236da69d,1
1234567,3182,"Microsoft Certified: Security, Compliance, and Identity Fundamentals",Certification,Cheryl,Miller,cheryl.miller@example.com,cheryl.miller@contoso.com,2024-06-30T00:00:00.000Z,,Active,Jun-2024,1234567,Contoso,Reading,UnitedKingdom,ec7d5f72-def1-5583-b6be-a4aa850e3d7d,1
1234567,3140,Microsoft Certified: Azure Developer Associate,Certification,Frances,Randall,frances.randall@example.com,frances.randall@contoso.com,2019-11-29T00:00:00.000Z,2026-11-01 00:00:00,Active,Nov-2019,1234567,Contoso,Reading,UnitedKingdom,c776f092-fa2d-5e0c-aff4-f924b226ac86,1
1234567,3088,Microsoft Certified: Azure Data Engineer Associate,Certification,Leah,Cox,leah.cox@example.com,leah.cox@contoso.com,2025-07-11T00:00:00.000Z,2027-07-11 00:00:00,Active,Jul-2025,1234567,Contoso,Reading,UnitedKingdom,970518c1-dd94-5c66-8258-06e2c72a595d,1
1234567,SC-401,Administering Information Security in Microsoft 365,Exam,Bernard,Shepherd,bernard.shepherd@example.com,bernard.shepherd@contoso.com,2020-01-15T00:00:00.000Z,,Active,Jan-2020,1234567,Contoso,Reading,UnitedKingdom,68cda849-385c-575a-96be-7bc337e73b96,1
1234567,GH-300,GitHub Copilot,Exam,Hayley,Buckley,hayley.buckley@example.com,hayley.buckley@contoso.com,2025-07-03T00:00:00.000Z,,Active,Jul-2025,1234567,Contoso,Reading,UnitedKingdom,ca51a689-100a-57e3-94f9-42b0f53f1c3a,1
1234567,3132,Microsoft Certified: Power Platform Fundamentals,Certification,Adrian,Gallagher,adrian.gallagher@example.com,adrian.gallagher@contoso.com,2020-01-16T00:00:00.000Z,,Active,Jan-2020,1234567,Contoso,Reading,UnitedKingdom,b1d5f9e3-b58a-5a0c-a95f-0ce27c059ac0,1
1234567,3250,Microsoft Certified: Agentic AI Business Solutions Architect,Certification,Reece,Bond,reece.bond@example.com,reece.bond@contoso.com,2025-10-09T00:00:00.000Z,2026-10-09 00:00:00,Active,Oct-2025,1234567,Contoso,Reading,UnitedKingdom,447ea7f9-da09-5b47-b162-e0bbc4bcbebe,1
1234567,DP-100,Designing and Implementing a Data Science Solution on Azure,Exam,Karl,Burns,karl.burns@example.com,karl.burns@contoso.com,2021-02-18T00:00:00.000Z,,Active,Feb-2021,1234567,Contoso,Reading,UnitedKingdom,ff6bcf07-c13b-54a1-ad55-ca09e9e02b44,1
1234567,MB-210,Microsoft Dynamics 365 Sales Functional Consultant,Exam,Trevor,Thomas,trevor.thomas@example.com,trevor.thomas@contoso.com,2025-07-07T00:00:00.000Z,,Active,Jul-2025,1234567,Contoso,Reading,UnitedKingdom,c12d9557-2e6f-5f0a-aa14-165d7b43ae2c,1
1234567,MB-700,Microsoft Dynamics 365: Finance and Operations Apps Solution Architect,Exam,Pauline,Sanderson,pauline.sanderson@example.com,pauline.sanderson@contoso.com,2025-02-20T00:00:00.000Z,,Active,Feb-2025,1234567,Contoso,Reading,UnitedKingdom,bafd431b-d4c6-5f93-96ad-80c5d72fa84d,1
1234567,3153,Microsoft Certified: Power Platform Functional Consultant Associate,Certification,Shannon,Harrison,shannon.harrison@example.com,shannon.harrison@contoso.com,2020-07-21T00:00:00.000Z,2026-11-25 00:00:00,Active,Jul-2020,1234567,Contoso,Reading,UnitedKingdom,f1f6d2b2-0135-58cb-9ecd-c1480a3172a7,1
1234567,MB-230,Microsoft Dynamics 365 Customer Service Functional Consultant,Exam,Frank,Knight,frank.knight@example.com,frank.knight@contoso.com,2024-04-03T00:00:00.000Z,,Active,Apr-2024,1234567,Contoso,Reading,UnitedKingdom,34132b56-60f5-59df-8a3d-459581864a7a,1
1234567,3082,Microsoft Certified: DevOps Engineer Expert,Certification,Michael,Martin,michael.martin@example.com,michael.martin@contoso.com,2026-04-02T00:00:00.000Z,2027-04-02 00:00:00,Active,Apr-2026,1234567,Contoso,Reading,UnitedKingdom,3fbc55ee-77fa-5db6-8d1c-c93fb5d89cce,1
1234567,3086,Microsoft Certified: Azure AI Engineer Associate,Certification,Leigh,Patterson,leigh.patterson@example.com,leigh.patterson@contoso.com,2026-01-29T00:00:00.000Z,2027-01-29 00:00:00,Active,Jan-2026,1234567,Contoso,Reading,UnitedKingdom,ffb05f0f-76e7-50de-9fb7-592e310521fd,1
1234567,PL-200,Microsoft Power Platform Functional Consultant,Exam,Graeme,Savage,graeme.savage@example.com,graeme.savage@contoso.com,2024-07-15T00:00:00.000Z,,Active,Jul-2024,1234567,Contoso,Reading,UnitedKingdom,7660c1f5-3e05-5372-af83-98485fe9ae06,1
1234567,DP-600,Implementing Analytics Solutions Using Microsoft Fabric,Exam,Edward,Allan,edward.allan@example.com,edward.allan@contoso.com,2024-08-19T00:00:00.000Z,,Active,Aug-2024,1234567,Contoso,Reading,UnitedKingdom,75384f65-c2b7-5e6e-93d8-565b18709e53,1
1234567,SC-900,"Microsoft Security, Compliance, and Identity Fundamentals",Exam,Jasmine,Scott,jasmine.scott@example.com,jasmine.scott@contoso.com,2023-03-03T00:00:00.000Z,,Active,Mar-2023,1234567,Contoso,Reading,UnitedKingdom,74f6ef07-c183-5eea-8f31-06e0b6e08528,1
1234567,AZ-104,Microsoft Azure Administrator,Exam,Anne,Morris,anne.morris@example.com,anne.morris@contoso.com,2019-09-15T00:00:00.000Z,,Active,Sep-2019,1234567,Contoso,Reading,UnitedKingdom,b29640e5-74c5-54d9-9c22-d776dc5755dd,1
1234567,3142,Microsoft Certified: Power BI Data Analyst Associate,Certification,Carolyn,Russell,carolyn.russell@example.com,carolyn.russell@contoso.com,2025-11-23T00:00:00.000Z,2027-11-23 00:00:00,Active,Nov-2025,1234567,Contoso,Reading,UnitedKingdom,ed9f233f-aa89-5ad0-9b07-152641bf2d26,1
1234567,PL-200,Microsoft Power Platform Functional Consultant,Exam,Brenda,Riley,brenda.riley@example.com,brenda.riley@contoso.com,2020-08-22T00:00:00.000Z,,Active,Aug-2020,1234567,Contoso,Reading,UnitedKingdom,af7e26ab-9b80-573f-844a-616ee362db33,1
1234567,PL-600,Microsoft Power Platform Solution Architect,Exam,Nathan,Lawrence,nathan.lawrence@example.com,nathan.lawrence@contoso.com,2022-07-20T00:00:00.000Z,,Active,Jul-2022,1234567,Contoso,Reading,UnitedKingdom,241c098a-ac5c-5514-9360-9a53e6cdf77b,1
1234567,PL-200,Microsoft Power Platform Functional Consultant,Exam,Joel,Lowe,joel.lowe@example.com,joel.lowe@contoso.com,2018-12-21T00:00:00.000Z,,Active,Dec-2018,1234567,Contoso,Reading,UnitedKingdom,75233830-d83d-5070-a3b8-ae9771de2043,1
1234567,3154,Microsoft Certified: Power Platform Developer Associate,Certification,Anne,Norris,anne.norris@example.com,anne.norris@contoso.com,2020-07-28T00:00:00.000Z,2026-10-21 00:00:00,Active,Jul-2020,1234567,Contoso,Reading,UnitedKingdom,b4d24692-bf5b-5847-bebf-401843938c07,1
1234567,DP-600,Implementing Analytics Solutions Using Microsoft Fabric,Exam,Nicola,Jones,nicola.jones@example.com,nicola.jones@contoso.com,2019-11-27T00:00:00.000Z,,Active,Nov-2019,1234567,Contoso,Reading,UnitedKingdom,15265717-7fbc-5e3d-87dd-81e31660079f,1
1234567,MB-910,Microsoft Dynamics 365 Fundamentals Customer Engagement Apps,Exam,Molly,Edwards,molly.edwards@example.com,molly.edwards@contoso.com,2019-04-09T00:00:00.000Z,,Active,Apr-2019,1234567,Contoso,Reading,UnitedKingdom,a7971fcc-745e-5946-be40-3568df8efb63,1
1234567,MB-700,Microsoft Dynamics 365: Finance and Operations Apps Solution Architect,Exam,Alison,Spencer,alison.spencer@example.com,alison.spencer@contoso.com,2022-07-23T00:00:00.000Z,,Active,Jul-2022,1234567,Contoso,Reading,UnitedKingdom,5abbd2ca-66a6-54af-b849-5ffe328d6570,1
1234567,MB-700,Microsoft Dynamics 365: Finance and Operations Apps Solution Architect,Exam,Marie,Brady,marie.brady@example.com,marie.brady@contoso.com,2024-01-28T00:00:00.000Z,,Active,Jan-2024,1234567,Contoso,Reading,UnitedKingdom,6f6e45b0-7e81-538c-b75f-372b3c4e6897,1
1234567,AZ-204,Developing Solutions for Microsoft Azure,Exam,Adam,Matthews,adam.matthews@example.com,adam.matthews@contoso.com,2023-11-22T00:00:00.000Z,,Active,Nov-2023,1234567,Contoso,Reading,UnitedKingdom,1c9f6fe8-869c-520f-8e19-17e8e9a2e105,1
1234567,SC-900,"Microsoft Security, Compliance, and Identity Fundamentals",Exam,Tina,Coleman,tina.coleman@example.com,tina.coleman@contoso.com,2022-02-27T00:00:00.000Z,,Active,Feb-2022,1234567,Contoso,Reading,UnitedKingdom,a04d5967-a8f5-55b1-b150-297177bf0ec1,1
1234567,DP-900,Microsoft Azure Data Fundamentals,Exam,Albert,Campbell,albert.campbell@example.com,albert.campbell@contoso.com,2024-01-19T00:00:00.000Z,,Active,Jan-2024,1234567,Contoso,Reading,UnitedKingdom,360f79a7-b93b-554c-9c60-0895f01b8b87,1
1234567,SC-900,"Microsoft Security, Compliance, and Identity Fundamentals",Exam,Martyn,Pearce,martyn.pearce@example.com,martyn.pearce@contoso.com,2021-09-06T00:00:00.000Z,,Active,Sep-2021,1234567,Contoso,Reading,UnitedKingdom,e2e528ce-b69c-54a6-9357-0bbdda5b4bdc,1
1234567,3067,Microsoft Certified: Azure Fundamentals,Certification,Rita,Francis,rita.francis@example.com,rita.francis@contoso.com,2026-07-23T00:00:00.000Z,,Active,Jul-2026,1234567,Contoso,Reading,UnitedKingdom,6e0a6557-e5d2-551f-955c-6f6ef119082b,1
1234567,SC-900,"Microsoft Security, Compliance, and Identity Fundamentals",Exam,Claire,Moran,claire.moran@example.com,claire.moran@contoso.com,2025-10-23T00:00:00.000Z,,Active,Oct-2025,1234567,Contoso,Reading,UnitedKingdom,e57310c3-75c5-5f37-902b-fd5f2e27782e,1
1234567,PL-600,Microsoft Power Platform Solution Architect,Exam,Callum,Smith,callum.smith@example.com,callum.smith@contoso.com,2021-06-04T00:00:00.000Z,,Active,Jun-2021,1234567,Contoso,Reading,UnitedKingdom,c7d3008d-2a70-5234-a74d-752c81993297,1
1234567,3175,Microsoft Certified: Dynamics 365 Fundamentals (CRM),Certification,Callum,Cook,callum.cook@example.com,callum.cook@contoso.com,2019-11-22T00:00:00.000Z,,Active,Nov-2019,1234567,Contoso,Reading,UnitedKingdom,e8dbfe4d-510f-5f33-a68d-8fe210110e37,1
1234567,MB-800,Microsoft Dynamics 365 Business Central Functional Consultant,Exam,Jayne,Kaur,jayne.kaur@example.com,jayne.kaur@contoso.com,2020-08-10T00:00:00.000Z,,Active,Aug-2020,1234567,Contoso,Reading,UnitedKingdom,623ebf47-521c-5c00-bbf8-356d657deac9,1
1234567,SC-900,"Microsoft Security, Compliance, and Identity Fundamentals",Exam,Heather,Lloyd,heather.lloyd@example.com,heather.lloyd@contoso.com,2019-08-08T00:00:00.000Z,,Active,Aug-2019,1234567,Contoso,Reading,UnitedKingdom,264a32b4-978a-548b-8479-d17da49e6e17,1
1234567,AI-900,Microsoft Azure AI Fundamentals,Exam,Timothy,Roberts,timothy.roberts@example.com,timothy.roberts@contoso.com,2019-12-02T00:00:00.000Z,,Active,Dec-2019,1234567,Contoso,Reading,UnitedKingdom,829a6673-976b-519c-9a80-09596b3b9d80,1
